Radius: 1
item_idS1	19.8896	21.7991	17.5289	72.2309	17.5224	85.2385	42.3549	43.6164	100.656	36.9745	68.0211	90.5888	5.86259	75.7753	58.2565	19.674	11.0401	97.6182	84.1677	95.1816	37.7324	28.4962	84.7522	95.061	100.159	52.2541	41.2097	65.6925	30.5302	68.5229	60.0223	91.342	16.8548	12.5819	58.9832	32.4187	12.9347	91.7303	42.6868	67.0824	106.006	8.89581	81.7909	19.8744	72.2094	62.1565	48.7648	19.1389	72.5661	22.5754	61.6575	95.2874	86.2172	47.401	14.1398	95.3105	51.9147	83.9889	47.8512	87.0687	33.5414	62.3999	4.17448	7.56319	79.8434	57.6025	6.77215	26.6065	44.922	45.7931	44.9318	19.7752	39.5363	90.4831	62.611	81.3891	58.995	76.7476	41.6955	90.011	83.7736	101.626	31.1339	73.3892	-0.436268	72.6611	33.0887	39.5562	47.7784	51.0138	4.54526	75.7332	76.8738	37.1341	41.8571	92.4012	71.3945	34.4358	73.5709	59.594
item_idS2	11.47	35.3172	96.4663	71.8818	60.9186	19.96	58.1251	94.508	21.2544	72.6862	12.4933	95.0391	73.9306	46.5018	85.4449	34.4317	28.4028	38.3651	64.1817	81.4679	8.17011	32.1919	81.3145	19.4014	83.5939	46.9695	37.8138	14.0891	63.484	7.54568	51.2237	66.793	0.29145	80.6617	61.922	38.2975	56.5756	7.88989	98.3679	49.2589	84.7904	42.6268	62.2541	-0.852418	44.8475	87.2785	22.1404	10.906	82.4832	44.1788	48.6258	63.9483	7.02734	27.4395	62.3362	25.4523	85.408	46.8313	29.8004	29.8903	79.6121	34.8381	58.7535	55.1517	19.1356	49.829	17.0783	15.6904	56.8645	77.6385	5.53038	28.3684	64.5359	68.3762	51.2881	39.434	74.8365	59.3058	29.0575	95.4085	68.8578	15.9325	41.3723	39.4607	19.8512	59.8892	4.98553	63.0847	56.6153	50.37	30.5075	-3.85134	73.6244	70.9097	32.0625	61.2083	73.7241	73.6662	28.8218	79.2534
item_idS3	12.3087	36.9478	97.116	73.1038	61.363	20.7637	55.8354	89.9109	13.4843	64.9114	12.867	96.8382	74.2076	47.4582	85.6326	34.4188	29.1591	38.2913	75.7727	85.2053	13.5858	31.5263	72.909	20.106	84.9611	43.8718	44.6858	16.9373	66.024	1.63782	41.1716	67.0955	1.83001	79.5369	57.6934	36.7463	57.9049	13.863	93.1503	58.7658	81.9518	49.2646	61.2329	3.30686	45.6675	93.2267	19.7852	16.0486	84.4789	42.3985	39.7011	66.2868	8.25518	27.5556	64.545	28.1298	84.2032	46.7026	28.7773	29.938	81.5343	36.28	58.9648	57.8665	24.4933	53.2321	18.9912	18.793	51.4977	67.5213	-2.10399	25.1774	64.5744	65.7294	53.3476	41.2765	78.7907	59.0298	27.4996	89.0527	68.5466	18.0301	42.1265	44.372	18.4497	59.2815	4.17162	66.2704	57.7138	52.3928	28.6554	5.48435	71.4255	76.4265	30.8423	58.747	74.8887	71.5956	45.1532	85.6303
item_idS4	18.569	86.4817	69.6713	40.6403	23.2826	23.5129	33.5941	25.4061	90.0525	59.1076	56.2265	13.4566	79.0409	95.526	66.8704	75.1077	0.0343299	31.2942	9.17802	93.5625	93.0621	23.0459	29.7254	26.5324	26.3239	86.9238	39.0809	77.1029	75.3524	62.8918	4.5219	68.1796	9.75826	65.3424	9.3974	77.0629	55.5219	45.2893	81.4821	32.4908	74.8997	75.3988	91.1002	7.48712	59.2351	89.4352	32.8879	81.3793	98.6487	12.9343	43.7228	59.0325	70.8357	19.3308	62.3112	99.0206	54.5028	72.9633	20.0169	15.6855	70.7038	10.4413	35.2852	85.589	66.7909	33.7889	99.3714	20.9655	82.5789	51.3665	75.0283	95.139	39.1241	74.3367	48.4288	76.3232	28.6913	56.5623	86.2065	95.2594	27.8134	68.7971	95.8156	26.9544	77.8986	88.8477	20.1264	38.6234	72.0444	46.0166	74.5916	26.5604	7.03546	91.2529	38.2603	2.28995	3.64847	94.6259	80.6438	62.0543
item_idS5	36.4515	40.0446	25.2243	72.7529	9.24387	14.1254	5.14068	73.012	9.13986	61.0191	16.0881	67.9502	95.817	91.0578	49.0171	49.8733	29.8445	101.883	6.25521	63.4156	71.79	37.4195	37.0746	63.8532	35.9891	64.3618	34.5098	75.8735	11.3464	10.458	65.3076	51.5819	52.9781	42.6868	64.6036	94.2198	22.7874	95.5812	30.1593	16.0128	28.0032	45.5179	95.1492	38.5176	22.9311	69.5731	4.84284	100.615	95.6105	65.1163	50.5158	9.40498	28.0141	61.2561	63.2425	89.946	60.8772	44.6196	8.02798	69.1032	8.09636	7.05513	82.2416	94.0604	16.9665	28.2938	95.207	53.3682	64.6038	52.3703	22.1217	23.8522	63.8186	50.1595	20.0618	85.9813	39.5754	30.1871	32.3738	46.2173	40.7972	73.3588	68.0158	68.9715	45.9229	91.6591	12.2209	76.6107	9.19347	10.5478	46.5943	6.93652	75.2396	31.09	6.87225	92.363	93.6025	14.0474	25.388	94.9117
item_idS6	64.9332	98.5067	45.6492	82.6394	8.77598	97.2043	90.5591	16.6886	89.0586	97.7689	98.3038	59.5155	9.44867	54.6043	53.4713	9.95539	25.0799	32.5674	20.79	10.4182	40.5129	42.823	25.0004	18.8649	90.5715	1.68973	64.4631	5.91654	69.5994	94.2963	18.5292	70.9065	82.9531	88.5551	93.9575	5.8459	88.7474	22.4275	21.5665	94.9031	35.7715	99.1346	16.2695	54.0809	43.5741	69.9676	32.5699	61.7226	82.3468	43.0271	-1.22328	73.2204	84.5547	11.5142	89.2264	21.5529	95.8016	88.9383	42.8549	30.3842	40.1039	3.27116	72.6272	97.3569	48.873	86.2039	5.7952	32.9491	14.1748	84.4256	95.0026	96.237	87.8571	31.047	94.2594	79.589	34.3428	-0.949488	77.2267	9.15851	76.9632	74.7309	2.67411	38.7262	35.9318	45.468	15.6089	13.0768	25.2565	27.2049	76.511	19.9804	44.5226	32.0528	25.1798	67.8611	53.2505	80.5448	50.2048	77.0843
item_idS7	88.0726	40.4013	80.0282	66.4158	18.1932	84.3294	29.1323	65.9157	87.4715	47.9722	53.5726	59.1547	6.05018	80.9	29.9659	57.0737	87.2977	67.92	62.6162	35.9188	93.9195	98.5412	-0.438762	7.64409	5.61325	62.8639	62.4706	68.7805	18.8674	17.4754	97.1683	1.68689	84.3152	22.8686	9.15377	89.9908	25.227	85.153	28.766	26.1225	59.1652	102.308	32.5965	94.994	84.7793	80.2647	95.8657	25.5808	91.5937	8.60621	73.7867	67.0689	67.2357	88.5353	52.4665	89.0073	74.7969	28.9747	66.5815	25.0128	8.25717	33.7985	40.7902	34.7796	8.16868	71.675	50.1822	14.2272	57.5583	17.9995	34.7404	26.7163	9.1736	47.3879	27.5506	3.77597	7.91116	13.4575	32.0574	12.4922	41.2434	81.9865	2.38233	78.7398	75.7293	85.8333	10.4457	97.8494	78.3817	-0.436557	45.3408	19.3244	32.2828	39.169	4.86311	17.1216	70.4089	67.9871	59.7219	91.9927
item_idS8	40.7231	95.8985	27.2537	80.8066	51.3033	-2.91832	6.94263	77.6647	92.9	32.8225	32.2231	61.9088	70.4752	14.0325	40.1969	81.0713	15.2606	48.5518	35.7389	11.2634	92.7154	10.6911	41.4798	65.0749	96.8203	5.89806	94.502	96.5851	-0.882613	37.4061	43.5097	78.1703	62.8631	2.18029	33.0316	53.4946	37.8146	88.9932	5.98489	12.0994	34.5347	29.6386	63.8765	77.3455	43.1083	81.8333	26.4578	45.804	97.2019	79.5568	67.0338	14.791	89.4878	39.4551	50.59	92.3545	32.0793	93.0861	57.8171	77.6696	10.1345	13.4227	77.601	93.917	35.6531	84.2443	26.8445	90.5278	49.567	9.26837	38.2357	12.0633	16.6483	63.0069	18.8377	97.1337	26.2883	41.2709	32.8426	27.0605	65.6146	34.3784	47.6417	67.9089	65.9429	45.9053	63.0777	27.5229	46.0428	12.548	52.8325	64.9839	47.3781	94.0602	37.7972	98.3034	56.0209	83.4703	95.7893	73.6579
item_idS9	53.303	50.8128	80.4389	59.9367	21.2532	22.2876	86.1655	8.06094	19.4135	89.2999	85.6291	50.689	91.9089	40.0212	44.7435	91.7427	36.5627	12.2109	84.4193	1.04139	70.4932	14.5568	46.3038	95.1753	79.0772	36.8035	40.1938	51.8651	4.53595	97.5687	62.0908	40.134	28.0204	58.4175	94.1806	46.2142	63.2768	44.4588	9.14031	19.4726	22.0901	97.6937	81.0634	62.7089	72.6642	97.2049	26.7334	90.0995	86.7349	39.6044	97.4577	17.3011	89.8765	64.3313	23.7928	32.1427	94.0862	45.4707	44.5747	50.8415	89.851	10.2223	54.4182	73.4953	24.4985	35.9717	14.3102	24.2574	39.227	51.2442	45.5973	93.0258	68.4638	79.0922	79.862	52.0276	84.8478	92.1169	36.8426	100.219	14.4914	93.8986	11.0803	91.6828	6.77749	62.8916	86.8093	24.0268	18.1618	11.275	2.1949	46.4718	16.3217	78.7061	21.7653	27.3885	79.2753	62.996	21.3463	14.6138
item_idS10	19.9211	20.7706	16.9625	73.6633	15.1203	88.3648	41.8649	49.1647	97.6057	37.06	70.4096	84.7273	7.09585	71.2529	63.4005	17.3828	7.32166	98.5976	84.4227	98.8175	36.6909	28.3111	82.7537	91.3887	103.176	51.4241	49.2052	61.959	31.0591	66.342	56.6792	95.7253	14.3048	9.96965	59.4887	29.7676	14.9646	90.0113	42.3652	71.7797	91.618	6.59581	84.0904	19.7815	72.4148	70.5096	48.1771	18.5336	70.2775	19.736	66.3137	97.5286	82.6895	56.1854	8.88846	96.133	49.4347	86.4532	49.6189	84.5982	30.1166	67.2105	2.9181	7.12575	83.9112	55.9981	8.42578	24.5673	39.7172	48.655	54.8052	22.0563	32.6553	93.2316	62.3508	75.1008	64.9828	80.9717	40.5899	93.4377	83.1217	93.7432	33.2605	73.851	6.32464	74.0173	31.4945	39.1389	43.2217	47.0657	4.90993	76.6899	81.3187	35.7641	41.7947	92.4351	63.1557	30.3657	68.1575	59.7187
