@metric_space vector																																																																																																				
@metric euclidean																																																																																																				
item1	44.3427331415	41.5339527986	26.308645084	77.7643817143	6.6457554122	14.7269925128	5.1227500231	72.6425451715	1.308685849	60.9195476069	20.3232920781	57.4989459772	98.2567049874	88.1973080012	47.5932646709	51.9383402677	31.5505822167	94.8924605992	4.6558982254	65.4012937263	77.3573009901	39.0749174172	43.0615132247	64.7168836837	28.778971634	63.9189630641	34.9030497443	76.8106706272	13.7036827697	8.3533477549	67.9499224576	53.5204585647	58.5693767308	42.9155717792	57.1508003076	90.5603936032	15.5875468384	90.9184987411	27.0335819524	15.8462934385	31.9301997264	43.989036725	94.4492972576	36.4387245857	20.2246150316	65.1617958723	5.5214627818	94.1343224079	94.016731373	68.5373652555	57.8523363789	10.8435996036	24.4691442191	53.1058682474	65.0775475712	85.7637054019	58.2848503706	43.9101379764	6.9449177904	71.670341465	15.3530608824	11.6905812274	78.6203466274	94.556094732	16.5001375993	34.0708280719	93.6766498977	43.4262989849	65.5791178757	53.7394183494	18.307491654	24.5161292342	65.7090453247	42.0940394673	20.7722556741	91.7382393606	44.8994553622	38.902994907	29.4071010568	43.1806494095	40.7847833869	76.0855188878	71.9584465959	62.9109372953	43.1253288758	95.5775266486	6.6789536421	77.9627053831	8.4385448481	10.307518385	43.8289617363	11.0792033761	73.4350614544	32.9977645796	9.8384776881	98.3552642197	92.816641104	12.2724257226	22.3498727619	89.4057521829
item2	41.0912233905	43.2115760995	31.7435003324	80.3408738042	9.4143966386	14.8309842674	3.8669962417	72.0482386622	0.8354712846	60.8274958493	16.9194628241	72.3149175388	94.9094381283	86.2697951855	46.6043315279	54.8789267228	27.8022524387	100.0547882405	4.4575235186	63.988151639	69.0585581551	38.4389465013	35.9342118126	66.0702870799	33.0383696045	59.4658113905	34.3452208795	71.6272553965	18.3697504272	8.0881731433	66.7354505164	46.4221544563	57.1131496929	43.8550638855	60.8748632411	88.0964955264	17.1640385625	89.273070459	29.991243401	13.2500304349	29.9831369095	45.8148061411	89.7332176909	35.8484124548	16.4854585509	72.2236407213	4.8926727348	99.4905636373	94.9463763394	68.996849589	57.293577747	17.2292530061	19.1831275735	56.3191743887	66.1889518171	89.4763590017	60.5323141852	47.3262797766	-0.646070041	70.555790748	11.5035778854	9.9683750508	82.5719058675	98.7223501584	15.7462784942	31.9324922237	94.9294005109	42.524297456	72.6583834323	50.229807659	21.6531103471	27.7357905304	62.8674384287	49.4453980112	20.7186583727	96.6348683115	42.4375694484	39.0458012716	34.6654450579	54.6563200486	48.0274112467	82.1080962495	67.8789304126	62.3557484044	41.9286699345	90.5661292129	9.4972295871	78.6425322456	11.1323620015	8.6236330092	52.5837501432	6.5737695702	74.9712419007	41.5646799349	4.912949244	96.4857380001	95.6374893523	16.6014449907	20.0150811735	90.7831007944
item3	39.6369164284	47.7510114832	30.0846322679	73.2967546597	4.481119868	13.1455650425	2.577913143	73.3922257371	-0.5654966514	61.4505520503	17.1781270789	68.5841478084	96.3014487136	89.0025820993	46.6797241646	54.7646431052	35.0343970624	98.5897526819	5.3703049093	66.7317974846	67.8986567956	39.2468736555	36.2891212574	64.852427578	33.3018913687	60.6558811034	33.9007666913	76.6165268014	9.5813359396	9.5100126337	65.8434992029	54.5886028835	53.1067805845	42.6777165493	56.1827384242	93.3838514541	11.1991570667	93.0136596783	28.4854274978	12.2154152454	30.7632090406	45.3626800597	95.4813165232	34.3509875349	21.9113522458	73.9982761738	5.166222551	92.7218513298	94.2174969238	67.4381042544	56.370658648	20.1979450624	29.1673857546	46.3195624663	67.5545346063	89.0054766189	59.017491136	45.0228272059	1.9498913593	71.6412632309	12.6273232105	10.1451054937	78.16298921	99.9028723934	17.3787007151	32.8612401779	92.4416916579	48.580947439	64.0936716335	48.9633200833	28.5393812127	27.4155113579	66.074439833	47.3201103259	19.2856515702	92.0262901801	37.5153950108	34.2977392935	32.8749466203	43.3216567543	41.1779086542	70.9684476163	65.6116908494	59.4381749342	48.1630174627	91.1612686118	7.669347413	79.8651195398	6.924311944	9.3068230437	53.4984544828	6.9295042955	72.7374339246	34.2013256929	9.6248311102	99.3131450864	94.2352296362	10.8147514555	23.2262029372	92.2764638606
item4	40.9420253178	48.2518895969	26.9110537878	80.1162198297	7.9855384734	16.9050958741	5.2901894316	71.9839022363	2.4937897908	60.7108390379	18.2179291573	63.9518211297	96.2002937707	88.7662225651	49.1909011942	53.942830543	28.1245062749	92.785515046	5.098651122	66.9882015585	71.143921852	38.7140740473	33.0299018299	66.8097272137	36.2369312387	60.402198012	31.5697568851	69.5843408482	14.8062410534	9.3700916082	69.6507334365	50.0726347646	57.8876069166	45.4163113984	60.6635262016	91.9642695536	16.7835685779	89.6069915693	27.7955150023	14.8875758926	32.3192429962	45.404949969	91.9073284612	39.2264998837	17.6972010189	72.9403765464	4.8067033718	101.0279759559	98.6083604461	65.5369840808	60.0425642959	19.5226305421	23.7835926746	55.7458393448	60.5204731746	93.4691710086	57.1081264345	45.7883598206	10.5338153082	70.9744814943	17.9279557535	14.063984409	78.9951911029	94.3196130889	18.9907305347	31.5897317192	95.0611297609	47.3483814213	66.8461151889	52.1332964332	11.105261468	25.6430586293	65.3504571012	47.9206786818	23.222449774	88.7593507378	41.539018213	38.0951990488	29.8673257377	50.7758009964	45.513009753	73.7113381547	70.2133543746	60.3447382081	46.1016270515	94.4447966785	7.4531903847	77.9537503109	7.7126782982	5.5389366711	45.9351959801	16.2813941842	74.9315303362	38.7138906614	3.2005991367	98.6724587342	95.1559072727	9.080053415	24.0150964199	93.4377910752
item5	36.8432765109	40.0109113012	31.0273546654	71.8675347692	15.1529297357	15.4654582821	3.4725349436	72.0472187707	2.4248739274	62.7595078723	17.0950948617	66.0759409074	97.8445948384	89.1524688517	49.023132608	50.7988348221	32.1375595262	92.7386739584	3.3337500614	66.4600621573	74.4250813582	39.2716297185	44.013369955	67.5826024376	29.0814024147	63.7211653783	34.4603848097	75.4646147771	17.6701444405	10.6748928648	67.5887288141	52.8791336792	56.2426736819	43.8036787751	52.0106625373	90.9901116218	17.1322397948	88.4512303646	32.7431085515	17.76611126	29.706305026	46.728557119	91.3780041897	32.0435864578	14.2832473214	73.5355681589	5.72343491	92.7531587496	96.4161848365	64.3383257793	56.9297392799	14.474386416	23.8962478934	57.9106536566	64.1533168868	86.1222713875	58.5621367933	43.6570896442	7.6092504838	70.3737773158	14.6671033208	17.6298050281	82.178037604	95.8110232585	18.4237435079	31.2323357201	95.1158196267	42.7433898907	65.839655074	53.997243819	21.7199879481	27.4585010381	66.0602145128	52.9770468822	18.8555464761	91.9330964312	40.7496673738	35.7009921402	27.7411696346	46.637795866	44.2852635771	74.9692270378	64.0916189324	58.9131661411	45.3559173546	85.0881095538	4.4533906014	77.6261608367	5.901264604	10.9498484447	49.9258364834	8.5178656994	73.8695487316	32.399972587	4.6916795243	94.8314129166	95.0087159212	9.3540270734	23.925910238	92.2615842163
item6	36.6529585346	47.2689344171	31.1564858531	75.1174203574	4.3477546854	10.0058527294	3.3877788507	70.0094496616	0.4776801544	60.2475160649	18.3930096044	63.9356580508	96.6089905469	92.4762200528	51.1267744907	55.5373047442	33.5025092258	99.8008736746	8.0135579977	66.3572425134	79.5670104985	37.6719277701	43.2550275262	63.1843930924	30.1587750472	63.6034317089	38.7336102429	74.2174448385	17.1487502482	6.4361230089	62.4202201535	51.0465939079	52.8599271243	42.1415834809	62.6577096002	88.0634954759	8.0223825813	96.3092923668	29.339728961	11.2800330029	30.8124180933	44.1052488572	84.7210043883	37.8590533405	20.702854101	69.0136621255	5.2102718363	96.2765767622	92.1542113312	66.8852445488	60.097272106	13.7349674839	20.543343277	53.6373794623	54.6610475166	87.2390990352	54.6015505749	46.509602838	2.3502609508	69.2586023609	18.7785786153	14.3068566648	78.8476680818	99.8766852344	19.0422711667	31.7369441327	94.3694815018	46.0182303081	64.2669467866	52.1513593087	19.8157698216	28.6054763228	62.9751061785	47.8354816845	20.4335275465	86.4403055442	39.8191715438	40.1831906722	32.2792545403	52.1628873118	42.9101191539	72.0525172746	66.4988861137	64.6109681926	51.6813157626	89.8975920595	12.5663964455	76.3001709305	5.5199184152	6.6412390535	53.6440134921	10.3512101033	75.2207946648	33.1710442382	4.9044015489	94.5897106723	90.6053461017	13.6440893474	20.8778839298	89.6511683325
item7	39.1155492508	44.9520432762	28.2405616608	71.849531295	7.1142580706	16.8607900904	4.4060824339	72.4144165767	3.2629569614	61.9842523397	16.7434049296	67.8112200853	97.2275919579	85.9187593951	47.6041554342	55.7191208176	33.3807542237	94.5693178759	4.1051916462	67.2371585417	67.5268374951	38.4572239657	43.6898062517	68.6825836708	29.0920448738	60.8434075056	29.0849647191	77.6934228633	13.700530726	10.3618648245	72.4566274271	51.7091163523	53.0223170058	42.2985280968	63.2064453814	88.1604502063	17.7145547951	86.4227591344	34.4585876516	17.7475521811	32.7505179906	43.8252288099	92.3689791098	34.3812997771	18.947652007	71.6687048635	4.8433288145	100.0573620604	93.5259835052	66.3369820464	54.7507227006	16.9123295532	24.2907428174	52.6305776893	65.7344909731	89.0139289012	58.3710538845	44.535882161	5.3129111816	71.0944503261	13.3574069352	9.8800364655	80.5612463766	100.1238418482	17.6961646884	29.8979293316	92.9856630047	48.5884004126	63.1303753547	50.3340378711	25.8265875754	28.4963629425	67.5464201646	47.3981444438	17.48782393	95.0741048637	43.5460874837	38.5714824046	32.018131959	48.4095026937	43.2202203684	74.2591230444	71.3488392892	57.8706713718	43.9589132158	88.402305514	2.3592376394	76.567115096	6.4838333854	9.0876200228	44.7985714052	6.9773512025	76.1920436531	32.7915040821	5.385742591	97.1538482236	90.4476649104	16.2415192373	25.1070717393	92.878447835
item8	44.9395007968	47.7233991673	30.1155238082	77.5412527186	12.1896329139	17.7565224839	2.1589110007	72.1310581593	6.8460499203	61.5049079176	17.4007289054	62.9944603602	98.3818500271	89.0883096448	51.4278339638	53.5413240834	28.2639124788	104.1162499133	3.0688945706	65.6134652253	68.9506110013	39.1758412351	41.9645622368	63.2293188299	28.5664853628	67.249271109	29.2981659004	70.5546863399	19.8964493806	9.1728642166	70.542905055	53.0415738797	57.2052196686	47.5775339455	58.0080940574	96.7881021479	12.9654713584	97.541795551	34.3876567641	17.4085673899	24.7042286902	45.324128658	92.0291160291	39.2026445707	18.5833306277	74.9290018741	5.6272723253	96.0150973425	95.6883085133	64.7527782482	48.9364557984	13.8525327239	26.1711532684	60.602527905	61.1379566075	91.4411659164	55.257486907	44.3859211739	-0.7436321356	71.8946861944	17.6506433628	8.9690577288	80.0910495334	89.6548823887	16.9707691964	31.7080139582	95.4963489165	44.0776745268	62.4455834517	52.3189463166	14.2065943715	25.9431233905	64.4043867519	47.4002409148	16.6079864151	87.3626079657	38.4574807583	38.7259034977	30.7919212302	46.9248970047	39.181197183	72.8952955826	71.1266187337	67.4425502361	49.1552472842	93.8936900716	6.4503773286	76.7674457685	7.2287868109	8.9701905582	49.4215921179	11.0545965736	74.60753274	38.9154485699	10.73143373	98.7986937521	90.3420119358	10.5478613316	25.0853547969	93.3235195011
item9	40.221990725	46.56613794	28.5540541202	71.8319924065	12.574843549	17.5934584794	3.3778141695	72.452361809	7.7115299954	61.213314659	17.6040506755	67.7044482187	96.7865078118	91.0108734828	45.2873428571	53.1011606566	34.035692366	94.6625090176	0.6132887775	64.4213425929	77.3483781249	37.180288584	41.9896640389	66.8745243638	27.3870838102	62.4060146982	33.3279673344	68.6381836023	11.7241589089	13.2523251184	70.6339599839	52.3079523473	52.5430353932	42.124628332	64.5144851117	86.5992053126	12.9226334657	86.6310236866	29.9861683444	17.4827693213	31.663879195	45.0398053551	89.4998411924	39.7322930192	18.4634201473	73.3996559621	5.0522090168	96.7570187343	94.2492698832	65.9220381378	60.9250268709	16.433834566	23.9607523821	57.5477297999	69.9646485379	92.5208963801	60.1138982088	45.4897998344	7.9488182932	72.8743966234	9.6161621507	14.9794744409	77.9984658301	99.7006880378	17.3965023288	33.0573593836	93.3049022612	43.740029389	55.6141113417	51.2793705289	22.1608452473	26.1161271863	66.8362105618	43.8458628722	18.6856504936	90.029582503	39.6242080762	38.1479096065	32.5489559169	48.1180435614	44.781250145	77.5237052184	66.2500713893	67.0743136813	45.4745453424	88.4432540829	9.5469005445	77.8354687389	6.9236639439	12.587253085	48.3607978914	9.0922685848	73.059686522	32.5574546608	3.6114416981	93.9534944948	89.1417371639	9.6933441465	22.5420483819	89.8907217653
item10	42.2442933367	46.7158225221	26.919338023	82.833331148	5.0024405331	16.5023548317	4.595177489	71.8659250461	1.5119949288	62.6870526749	18.2538639853	65.4154728809	97.1044618155	95.0210716003	48.9478150644	56.0720644698	34.7600347691	94.2922917613	9.3414943265	65.8366130927	79.8509818694	37.4546405882	43.8510086822	67.4200829806	34.3546050725	64.4776123889	33.9332952552	71.2895050739	11.9513352842	6.903225969	75.0314110681	50.1406476238	56.7821013906	45.854412422	56.1025626378	92.0592890244	13.0474210824	86.8028502181	30.6350153504	13.888825346	36.7667505439	45.173945737	86.438381578	37.4713916355	20.1105499533	70.8410749269	5.6505630945	92.010988517	93.8305675594	68.1828099752	58.2430502443	16.8894603521	19.1784363135	51.8296884095	67.1800425414	91.2593453369	52.1150432367	47.6149377653	5.5610837936	68.7818084589	12.5654662921	14.5903758435	79.8181002318	91.3356445923	13.873243276	26.8059245076	92.9512379732	46.757876276	67.8596996847	48.8589219792	19.5987669343	25.2024539106	66.2623509134	48.8599998303	15.9163669685	85.5351888286	40.7701758495	34.93413394	31.6634737011	46.7811162497	45.6573639739	73.9251076615	72.724509557	67.0826273192	45.1221431051	88.3525453305	7.150087887	76.6570420449	5.9295169988	6.3891895944	53.2452125218	9.2881778284	75.1642571335	34.9340676062	5.876491106	97.2978488808	95.440671776	12.7314042721	21.4360891266	95.718072831
