@metric_space hamming	
item1	1010111010100100001010110000100100001001000100011101100011100000
item2	0010111010100100011011110001100010011001000000011101100001100000
item3	0010101010100000001000110101100101011001000100111100100001100100
item4	0010111010100100001010110001100000011001000110010101100001100100
item5	0010111000100100001010110011100000011001000101010101100001100100
item6	0010010110100000000000110011100000011001100100011101100001110100
item7	0010111010101100011010111101100000011001110001010101100001100100
item8	0010111010100100001010110011100000111001000100011101100101100100
item9	0010111010100000101010110001100000011001010100011101100001101100
item10	0010111010101100001010011001100000001001010101011111100001100000
item11	0010111010110100001011110000100001011011001100011101000001101100
item12	0010111000100000001010110001100000111001000100011101100001100100
item13	0010101010100100011110110001100001011001000100011111000001110000
item14	0011111010100100011010110001100000011001000100001101100001100100
item15	0010111010100100001000110001100000011001100100010001100000100110
item16	0010111010100100101010110101100000011001100100111101100001101100
item17	0010111010100100001010100011101000111001000100011101110011100100
item18	0010111010110100001010110101100000010001000100011101100000100100
item19	0010111110100000000010110000100000011001000100011101100001100000
item20	0010111010100100101010010001100000011001000101011111100001100100
item21	0010111010110100001010101001000000011001000101011101100001100100
item22	0010110010100000001010110001100000011000001100011001101001100000
item23	1010111010000010011010110000100100011001000101011110010001110100
item24	0010111010100110001010110001100000111001000001011100100011100100
item25	0010100010100100001010110001100000011001000100011101100001001100
item26	0010110010101100001010110001101000011001000100011001101001100100
item27	0010111010100100001010110001100000011001000100011111100001100111
item28	0010111010100000001010110001100000011001010100011101110001100100
item29	0010111010010100001110110001100000011001000100011101100001100101
item30	0010110110101110001010111001100000011001011100011101100001110100
item31	0010111010100100001010110101100100011000000100011100000101110101
item32	0010111010100100001010110001000000010001100100011111100001100100
item33	1010111010101100001011110001100000010001000100011111000001100010
item34	0011111010100101001010110001100000011001010100011101000001100100
item35	0010100010100110001010110011100000010011110100011101100101100100
item36	0010111010100100001010101001100000011001000100011101000001100100
item37	0010111010100100001110110001100000011011000100011111100001100100
item38	0010111010100100001010110001100000011001000000011001100101100100
item39	0010011010110110001010110001100000010101000100010111100001110100
item40	0010101011100100001010100001110001011010000110011101100001100100
item41	0011111010100100001010110011101000001000000000011111100001110100
item42	0110111010100000000010110001100000011001000101011001101101110100
item43	0010101010100101001010110001100001011001000100011001100000101101
item44	0010111010110110001010110001100001011101010100011101000001100100
item45	0000111001000100001110110011100000111001000100011101110001101101
item46	0010111110100110001110110001100000010101000100011101101001100100
item47	0011111010100100001010110001100000011001101100011101110001100100
item48	0110111010100110000110010001100000011011000100011101100100110010
item49	0010111011100100001110110101100001011001000100011101101101100100
item50	0010111000100101001010100011000100011101000100011101110000100000
item51	1101010100100100011101010100000011011110010111011011110001100111
item52	1100010100110100111101010100000001011110011011011011110001110101
item53	1101010100110100011101010100000011011110011011011011010000100101
item54	1101010000100000111101010100000010011100010011011010110111100101
item55	1101011100110100111111010101000011111110011011011011110001100100
item56	1101010000100110110101010100000011011100011011011001110001100101
item57	1101010101110000111101010100000001011110010011001011110001110101
item58	1001010100010101111101110000000011011110011011011011110001100101
item59	1101010100110100111101011100000011011110010011011010110001100101
item60	1101010100111010111101110100001001011110011011011011110101000101
item61	1101010100110110110100010110100011011110011111011011110101000101
item62	0101010100110100001111010101000011001110011111001001110001100101
item63	1101010100110010111001010100000011011110011111011011011001100101
item64	1101110100110100011101010100010011111110011001011011100000100010
item65	1001011100100100111101100100000011110110011011010011110000000101
item66	1101010000110000111110011100000011010111010010011101110001100101
item67	0101010100110100111101010100010011011100111010011011111101100101
item68	1001010100110100111101010000000011011110011011001011100001000101
item69	0101000000110100111101010100101011011110011100011001110001100101
item70	1101110100110101111000010100001011001100011010011011110001100101
item71	1101010100010100111101010100000011011110001101010001110001100101
item72	1001010100110100111100000000000111011110111001011011110101100101
item73	1101010100110100111101010110000011011110000011011011110001110001
item74	1001000100110101111100010100100001111110011011011011110011100101
item75	0101000100010100011101000100000111011110011011011111110001100101
item76	1101010100110100111101000000000011011100011011011011110001100111
item77	0001010100110100110101000100001011011110011011011011100001100100
item78	1101110100111100111101110101000010011110011010001011110001100101
item79	1101010100110000111001010001000011010010001011011110110001000101
item80	1110110000010100111101010100000011001110011011011011010001000001
item81	1101110000100000111101010100000011001110000011011011110101100101
item82	0101010100110100101100010000000011011111011001011011111001101101
item83	1101110000110100111101010100000001011010011011010010010001100001
item84	0100011100110010111101010100100001010110011011011011110011100101
item85	1101011100110100111101010110000011010110110001011011110001110101
item86	1001010100110100011101010000010010011110011011011011110001110101
item87	1101010000110000111101110001000111001110010111010011000001100101
item88	1001011100110110111101110100000011011011011001011010110001100111
item89	1001011100110100111101010100001011011110011111011011111001110101
item90	1100010110110100111101010100010011010110011011011001110001100101
item91	1101110100110110111111010110000011011110111010011010100001101101
item92	1101011101110100111101010100000011011110011011001110110001100111
item93	1101010000110100110001010100000011011110011011011011110101100101
item94	1111010100110100110101010100000001001111011011011011100000110101
item95	1101011100010100111101010100000001011110011011011011110001000101
item96	1001010100110101111101010100000011001110011111011011110001110101
item97	0101010100110100111101010100100011111110011111011011110001100101
item98	1101010000110100111111010100000111011100011010011000110001100101
item99	1101010100111100011101010100100011011010011111001011010111110100
item100	1101010100110100111101010000010011011010111011101001110001100001
item101	1110010110101001111011000001101001100001110010111110100100110010
item102	1111000110111000110010001011101011000001110011100110001000110010
item103	1100000110111001110110001010101011000001110111101110001000110010
item104	1110000110011101110010001011101011000001110011101110000000110010
item105	1110010001111001110010001011101111000001110011101110001000110010
item106	1110000010111101111010001011101011000000110011101010001010010000
item107	0110000111001000110010011011111011000001110001101110011000110011
item108	0110000110111001111010001010111011000000100011101110001000111110
item109	1110000110111001010100001011100011000001110011101110001000010010
item110	0110000110111001010000011011101011001000110011101110001100110010
item111	1110010100011000110010001011101111000001010001100110010000110010
item112	1110000110111001110010001001101011010101110011101110001000110010
item113	1110001110011001110010001111101011000001100011101110011000110010
item114	1110000110110001110010001010101011000001100011101110011000110010
item115	1110000110111001110010001001101001000000110011101110011011110010
item116	1110000110011001110010111011101011000001100111100110001000110010
item117	1010000110011001110010001001111111000001100011101110101000110011
item118	1110000010111011010110001000101010000001110111101110001100110010
item119	1110000110111001110010001011100011000001110001101010001100100010
item120	1110001010111001110010001101101011010101110011101110001001110010
item121	1010000110111001110010011111101010001000110001100100001000110011
item122	1110000110111001110010001011101001000001100011101110001000110110
item123	1110100110111001110010001011101011000100110011111110001100010010
item124	1110000110111001111010001011101011000001110011101110001000110010
item125	1110110100111001100010001011101001100011110111101110011000110110
item126	1110000110111001110000001011101011000001110011101110000000110010
item127	1010000110111001110010001010100011000001110111101110000000110011
item128	1110000010111011110010101011101011001001110001101111001100100000
item129	1110000110111001110010001011101011000000110011101100001000111001
item130	0110000110111001110010001011101011000001110011101111001000111011
item131	1110000100111001110000001011001011001011010011100110001001111010
item132	1010000100111001110010001010001111001011010011101110001000110110
item133	1100000110111001110010001011101011100001110011101110111000110010
item134	0100000110111001110010001011101111000001110011101111001000110010
item135	0110000110111001110110000111101011001001110011101010000000111010
item136	0110000110111011110010101010110000100000111011101010001000110010
item137	0111000110111101110010011110101111000001110011101111001000110010
item138	1100000110111101110000001011100011100001100011101110001100110010
item139	1110000110111011110010001011100001000101111011101110101000101011
item140	1110000101011001110011001110001011001001110011101000001000110010
item141	1110000110011001111011001011101011000011100011101100001001110110
item142	1110000110111001110011001011101010000001010011101100001000110001
item143	1110000100111001110000011001101011000001110010101100011000110010
item144	1110000111110001110010001011101011000001110011101110001001111010
item145	1110000110111001110010001001101011000001110011100000001001010010
item146	1110011110101011111010001011101111101001110011101100001101110011
item147	1100001110111001100010001011101101000101110011101110001100110000
item148	1100000110111000010110001111101010000001110011101110010000110010
item149	1110001101111001110010000011101011000101110011011100101000111110
item150	1010000110111001110001001011000011000011110011101110001000110010
item151	0110111111011101100000100011010101101011011110111100001111000101
item152	1110111011101000110000110011011111001001011110111110001111000101
item153	0110101011001100100000110011011101001001011110111000001111011101
item154	0110110011001100100000111011011001011000011110111010001111000101
item155	0010111011001100100000110011011101011001011111111111000111000101
item156	0110111011001100100000110011011101001001010110111011001010000101
item157	0110111011011100100000110011101101001001111110111111000101000101
item158	1110011010101100000000110011011101001001011110111110101101010101
item159	0100111011001100100000100011010101001101111110111100001111000101
item160	0111111111101100100000110011011101101001111110111110001111000101
item161	0111111011001100100000100011011101001001011100111110011111001100
item162	0110110011101101100100100011011101001001011110111010001111000101
item163	0110111011001100100011110011011101001001011110111110101110000101
item164	0110111010011100111000110011011101000001001110111110001111000101
item165	0110110001001000100000110011011101001001011110111110011101100101
item166	0110111011001100100000110111011111101011001010111100001111000101
item167	0110010111001100100000111011010101000001111110111110001110001101
item168	0010111001001100100000110011011101101100011110111010001111010101
item169	0110111111001100101000110011011111001001011110101110001011000101
item170	0110111001001100100000100010011101001101011110111111001111010101
item171	0110110011001100100000010011011101000011011010011110001111010101
item172	0010111011001100100000110000011101000001011111110110101111000101
item173	0110111011101100100010110011111101001001011111111110001111001101
item174	0110111010001100100000110011011101000001011110101100001101000101
item175	0111110011001100101001110011011101001001011110111110001111000000
item176	0110111010001101100000110011010101001101011110111010011110000101
item177	1110111011001100100000110010111001001001011110111110001111000111
item178	0111111011101100100000110010011101101001011110111111001101010101
item179	0110111011001100100000110011011101001001011110101110001111000100
item180	0010011010001100100000111011011101001001001110101110001111000101
item181	0110111011001100100100110011011101001000011111101110001001001101
item182	0110111011101100101010110011011101001000011100101110101011000101
item183	0110111011001100100000110011011101001001011110111110001111000101
item184	0100111011001100100000110011011101001001011010011100101111000100
item185	0110001011011100000000110011011101001011010110101100000110000101
item186	0010011111101100100000110011011101101001011110110110000111000101
item187	0111011011001100101000100011011101001001011111111110001111000101
item188	0110111011010000100000110001011101001011011110111110001111000101
item189	0100111011001000100000110011010101001001001010111110001111000101
item190	0110111011011100110000110011011111001001011110111010001111100000
item191	0110111011101100100000100011011101001000001110111110001111100101
item192	0110101011001100100000110010011110001000011010111110001111000001
item193	1110101011000101100010010011011011001001001110111010001111000101
item194	0010111011101100101000110001011101001001001110111100001111000101
item195	0110111011101100110000110011011101001001011110101110000111000101
item196	0111011011101100100100110111011101000101011110111110001111000101
item197	0110010001001100000000010001011101011001011110111110001011000101
item198	0010111011001100100000110111011101001001101100011110001111000101
item199	1110010011001100100001110011011000001001011110111110001111000101
item200	0110111011001100100000110011011100111001011110110110001111001100
item201	0011111110010001110010010001011010001100011101010101110110100011
item202	0011111000010101111110010001010011000111011100010110111010100001
item203	0111111100010001110100000000010010000101011100010110110110100010
item204	0011111100000101110010110000010010010100011100010110111111100001
item205	0011101100010001110110010000010010000101111000010110110110100000
item206	0111111100010001110110010000010010100100111100010110010100100001
item207	0011111100011101110110010000010110000100011100010110110110100001
item208	0011111110100001110110010000010010000101011100010010110110101001
item209	0100111100011001110110011100010100000101011100010110100110100001
item210	0001111100001001110110110000010010000101011100010110110010100001
item211	0011101110011001100110000100010010000101011100010110110110110001
item212	0011111110110001110010110000000011000101011100010110110110100001
item213	0011111101010001110110011110010010010101011100010101110110100000
item214	0011101000011011111111110000010010000101011000010010000111100001
item215	0011110100010101110110011000010110000101011100011010110110100000
